quality_attribute,sentence,source,author,repo,version,id,keyword,matched_word,match_idx,filename,wiki,url,total_similar,target_keywords,target_matched_words
Testability,"# simpler python script controllers based on SofaPython.script; # TODO maybe this should be double Inherited from both ImagePlaneController and SofaPython.script.Controller; # not to copy code. But then testing inheritance against ImagePlaneController has to be checked.",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/image/python/SofaImage/Tools.py:203,test,testing,203,applications/plugins/image/python/SofaImage/Tools.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/image/python/SofaImage/Tools.py,1,['test'],['testing']
Testability,"# the python test MUST have a ""run"" function with no arguments that returns the test result",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaTest/SofaTest_test/python_tests/python_test_test.py:13,test,test,13,applications/plugins/SofaTest/SofaTest_test/python_tests/python_test_test.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaTest/SofaTest_test/python_tests/python_test_test.py,2,['test'],['test']
Testability,"# theoretical velocity; # test check",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaTest/SofaTest_test/scenes/damping.py:26,test,test,26,applications/plugins/SofaTest/SofaTest_test/scenes/damping.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaTest/SofaTest_test/scenes/damping.py,1,['test'],['test']
Testability,"#angularNode.createObject('PartialFixedProjectiveConstraint', indices='0', fixedDirections=""1 1 1 0 1 1""); # translation damping test",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaTest/SofaTest_test/scenes/damping.py:129,test,test,129,applications/plugins/SofaTest/SofaTest_test/scenes/damping.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaTest/SofaTest_test/scenes/damping.py,1,['test'],['test']
Testability,"#for node in xmldoc.getElementsByTagName('logentry'):",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/scripts/deprecated/svn-log-parse.py:42,log,logentry,42,scripts/deprecated/svn-log-parse.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/scripts/deprecated/svn-log-parse.py,1,['log'],['logentry']
Testability,"#logfile.write(""========== MATCH-LOG ===========\n""); #logfile.write(str(filtering(astdout))) ",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/tools/sofa-launcher/launcher.py:1,log,logfile,1,tools/sofa-launcher/launcher.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/tools/sofa-launcher/launcher.py,2,['log'],['logfile']
Testability,"#node.createObject('EulerExplicitSolver',name='odesolver'); #node.createObject('RequiredPlugin', pluginName = 'Compliant'); #node.createObject('CompliantImplicitSolver',name='odesolver',stabilization='0'); #node.createObject('LDLTSolver',name = 'numsolver'); # angular damping test",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaTest/SofaTest_test/scenes/damping.py:277,test,test,277,applications/plugins/SofaTest/SofaTest_test/scenes/damping.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/SofaTest/SofaTest_test/scenes/damping.py,1,['test'],['test']
Testability,"#uncomment to create nodes; #testNodes(node); #uncomment to create the ""oneParticle"" sample",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/tools/sofa-launcher/example.py:29,test,testNodes,29,tools/sofa-launcher/example.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/tools/sofa-launcher/example.py,1,['test'],['testNodes']
Usability,"# simpler python script controllers based on SofaPython.script; # TODO maybe this should be double Inherited from both ImagePlaneController and SofaPython.script.Controller; # not to copy code. But then testing inheritance against ImagePlaneController has to be checked.",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/image/python/SofaImage/Tools.py:2,simpl,simpler,2,applications/plugins/image/python/SofaImage/Tools.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/applications/plugins/image/python/SofaImage/Tools.py,1,['simpl'],['simpler']
Usability,"#!/usr/bin/python; # coding: utf8 ; #############################################################################; # This file is part of Sofa Framework; #; # Need Cheetah template engin to work (http://www.cheetahtemplate.org/learn.html) ; # ; # Contributors:; # - damien.marchal@univ-lille.1; #############################################################################",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/tools/sofa-launcher/sofa-launcher.py:227,learn,learn,227,tools/sofa-launcher/sofa-launcher.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/tools/sofa-launcher/sofa-launcher.py,1,['learn'],['learn']
Usability,"#!/usr/bin/python; # coding: utf8 ; #############################################################################; # This file is part of Sofa Framework; #; # This script is showing how you can use the launcher.py API to start; # multiple runSofa instance and gather the results. ; # ; # You need the cheetha template engine to use this; # http://www.cheetahtemplate.org/learn.html; #; # Contributors:; # - damien.marchal@univ-lille.1; #############################################################################",MatchSource.CODE_COMMENT,sofa-framework,sofa,v24.06.00,https://github.com/sofa-framework/sofa/tree/v24.06.00/tools/sofa-launcher/integration_example.py:371,learn,learn,371,tools/sofa-launcher/integration_example.py,https://www.sofa-framework.org,https://github.com/sofa-framework/sofa/tree/v24.06.00/tools/sofa-launcher/integration_example.py,1,['learn'],['learn']
