quality_attribute,keyword,matched_word,sentence,source,author,repo,version,url
Usability,clear,clearly,"That OpenBabel parses files in a locale-dependent way, is clearly an OpenBabel bug, which needs to be fixed there.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/672#issuecomment-281779356
Usability,simpl,simpler,"Regarding test cases, I'd prefer to start off with simpler structures and be methodological about it.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/683#issuecomment-281779574
Usability,simpl,simply,The problem is simply reading from the CML.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/688#issuecomment-281779656
Usability,simpl,simplifying,I have committed the changes for simplifying the reading of alias blocks to the trunk development code.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/693#issuecomment-281779758
Usability,simpl,simply,"The resolution was simply ""nothing to fix"".",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/695#issuecomment-281779788
Usability,simpl,simple,"It is set for simple, non-aromatic SMILES atoms.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/702#issuecomment-281779931
Usability,feedback,feedback,"I'd love to have better support with Cygwin and MinGW, but we don't seem to get much feedback.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/710#issuecomment-281780072
Usability,feedback,feedback,"I'd be happy to assist with the testing/feedback for MinGW installation of OB, I see that the questions show up  moderately often.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/710#issuecomment-281780073
Usability,clear,clearly,"Apparently the cifformat mixes all the data blocks with a logic I don't understand, and calls SpaceGroup::Find with a group which has no name, no id, and no transform, clearly an invalid group.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/715#issuecomment-281780166
Usability,simpl,simple,The fix is pretty simple and I attach it.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/729#issuecomment-281780444
Usability,simpl,simply,"Last time I downloaded data from DrugBank, I had the same problem: The first line of many of the MOL records is simply missing.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/760#issuecomment-281781039
Usability,simpl,simple,It was quite a simple fix after all - hopefully this change hasn't broken anything.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/764#issuecomment-281781113
Usability,simpl,simply,I believe the difference is simply that the two files came from different sources and Chris attempted to retain the formatting for merging in future revisions.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1500#issuecomment-281810941
Usability,guid,guidance,Could you give me some guidance into how to diagnose the problem?,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/786#issuecomment-281793349
Usability,simpl,simple,"The best (simple) option on Mac is to install Anaconda, then `conda install -c conda-forge openbabel`",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1503#issuecomment-625455088
Usability,simpl,simple,Here's a simple test case.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/793#issuecomment-281793436
Usability,simpl,simple,A simple conversion also corrupted the file on output.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/802#issuecomment-281793571
Usability,clear,clearer,I've also altered the description of the format to make this clearer.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/819#issuecomment-281793873
Usability,simpl,simply,I simply don't know enough about the details of the canonical numbering to debug this myself.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/833#issuecomment-281794102
Usability,simpl,simply,"Just FMI here, is this simply a case of a malformed input file or is it a bug in OB?",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/851#issuecomment-281794389
Usability,feedback,feedback,This bug with automatically close unless there's feedback from Noel.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/851#issuecomment-281794392
Usability,clear,clearly,"Worse, the notion of ""implicit valence"" is never clearly documented, leading to different interpretations.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/867#issuecomment-281794888
Usability,clear,clear,"To be clear, I definitely agree that it's a problem and needs to be fixed.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/892#issuecomment-281795293
Usability,simpl,simply,A better test case is simply:,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/933#issuecomment-281795785
Usability,clear,clear,The docs aren't very clear.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/945#issuecomment-281796050
Usability,simpl,simpler,Here's a simpler example,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/963#issuecomment-281796268
Usability,simpl,simply,The build procedure is simply a one command that should be run from cron.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/964#issuecomment-281796279
Usability,clear,clearly,The header is binary but its interpretation in C++ makes assumptions about how a C++ struct is laid out - clearly not a good idea.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/966#issuecomment-281796337
Usability,simpl,simply,The issue with the tests is simply that you need to set some environment variables.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/966#issuecomment-281796352
Usability,clear,clear,Thank you for the clear exposition of this overlooked edge case.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/976#issuecomment-281796501
Usability,simpl,simple,"I didnt look through all the OBConversion code, there might be cases where a delete of the pLineEndBuf in destructor segfaults, but for a simple OBConversion instantiation and ReadString usage the issue remains.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/980#issuecomment-281796566
Usability,simpl,simply,Like the other language bindings it simply calls the native C++ OpenBabel library.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1523#issuecomment-281811216
Usability,simpl,simply,That's simply how the format works.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1002#issuecomment-281796972
Usability,feedback,feedback,"Thank you for your feedback, I submitted this patch:",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1056#issuecomment-383395888
Usability,simpl,simpler,"Here's a simpler example, benzene:",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1065#issuecomment-306062094
Usability,clear,clear,Feel free to comment if not clear.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1065#issuecomment-306206550
Usability,clear,clear,I'll update the installation instructions to be more clear.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1072#issuecomment-281799941
Usability,simpl,simple,I bumped in this bug report while trying to understand why I couldn't generate the proper protonation state even for simple molecules.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1091#issuecomment-281800260
Usability,simpl,simplest,"Maybe there is another way to do this, but the simplest right now (with my existing code and thought process) would be to have more than 2 digits available for these kinds of connections.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1529#issuecomment-281811237
Usability,clear,clear,It's still not clear why you can't reuse digits.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1529#issuecomment-281811239
Usability,simpl,simplified,"I think the Python code would be analogous, but  Pybel has no simplified form.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1530#issuecomment-281811244
Usability,simpl,simple,The cmake command I simple copied from the cmake site of yours.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1111#issuecomment-281800641
Usability,clear,clear,Perhaps I wasn't clear enough that it hangs for everything I've tried.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1119#issuecomment-281800750
Usability,simpl,simple,"For example, even converting this very simple water geometry hangs:",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1119#issuecomment-281800750
Usability,simpl,simple,"When I try a simple convert to xyz, the error seems to occur when calling ConnectTheDots():",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1122#issuecomment-281800794
Usability,clear,clear,I've pushed r4600 which should clear these up.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1131#issuecomment-281800982
Usability,clear,clear,"All is clear for now, except for the OBPointGroup::IdentifyPointGroup, which should be added to *.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1131#issuecomment-281800983
Usability,clear,clear,r4603 should clear the last bit up.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1131#issuecomment-281800984
Usability,simpl,simpler,"In the mean time, I don't mind designing a special-case in my pipeline, but it would make life much simpler to consider those peptides like any other.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1150#issuecomment-281801285
Usability,simpl,simpler,"It would be so much simpler if the files always included the unique Hall symbol, ot the list of transforms.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1152#issuecomment-281801325
Usability,simpl,simply,If think I can handle it simply by adding the :1 extension to the HM name - which I added to OB yesterday.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1152#issuecomment-281801331
Usability,guid,guide,"Thanks for the quick and kind reply, as well as  for updating the guide.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1159#issuecomment-281801451
Usability,clear,clear,"So while I agree they've not made it very clear, my reading of the second point is that if you specify the H count inside the brackets, you've explicitly specified the implicit H count!",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1188#issuecomment-281802030
Usability,simpl,simply,"I think that is less ambiguous - OB is simply wrong here, isn't it?",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1188#issuecomment-281802034
Usability,simpl,simple,"If you can (almost) guarantee no explicit H's, it's phenomenally useful for generating simple queries for e.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1188#issuecomment-281802037
Usability,feedback,feedback,(2) I'll post something on my blog to get some feedback from people who may actually know what they are talking about.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1188#issuecomment-281802038
Usability,simpl,simple,"To answer your question, if you do make the assumption that all H's are implicit, then a query for a primary amine is as simple as [ND1][CX4], and you can capture both pyridone tautomers with [nD2]c~[OD1].",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1188#issuecomment-281802039
Usability,clear,clear,"If you look back through the archive, as well as bug reports on the bindings especially related to new versions of MacOS, it will hopefully be clear why we made this choice.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1217#issuecomment-281802860
Usability,clear,clearly,It clearly appears that I uncovered a regression.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1241#issuecomment-281803204
Usability,feedback,feedback,Thanks for your feedback.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1245#issuecomment-281803282
Usability,simpl,simplest,Trouble shooting I went back to the simplest example mimicking the snippet of,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1245#issuecomment-281803282
Usability,clear,clear,It's not clear at all.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1253#issuecomment-281803484
Usability,clear,clear,It seems like a clear step forward over the current code.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/23#issuecomment-24183132
Usability,clear,clear,"At all my attempts, at least test_ffgaff_1 fails so then the install script won't install anything anyway with no clear indication.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/24#issuecomment-24222682
Usability,clear,clear,"(With no clear indication, I mean something in the lines of ""Test(s) failed so OpenBabel will not be installed, to force installation, type 'sudo make install'"").",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/24#issuecomment-24222682
Usability,learn,learn,I'm curious to learn more - is SWIG recognizing variable docstrings?,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/30#issuecomment-30142558
Usability,feedback,feedback,I'll put it on the blog and we can see if we get some feedback on installation problems etc.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/30#issuecomment-30211079
Usability,clear,clearly,This clearly did not work very well.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/33#issuecomment-26786633
Usability,simpl,simple,be as simple as setting a data field on the molecule.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/40#issuecomment-29059865
Usability,learn,learned,Another Git skill learned.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/42#issuecomment-29452960
Usability,clear,clear,I wrote it this way to make it clear that the return value is in degrees.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/49#issuecomment-29934291
Usability,clear,clear,> I wrote it this way to make it clear that the return value is in degrees.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/49#issuecomment-29934851
Usability,clear,clear,"We want to be clear in our google searches, so people don't get mislead to think the pypi page is openbabel proper.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/65#issuecomment-33240755
Usability,clear,clearly,OK I left the package name as 'openbabel' and updated the README to explain more clearly that this is just the python bindings along with a link to the main Open Babel site.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/65#issuecomment-33468494
Usability,clear,clearly,> explain more clearly that this is just the python bindings along with a,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/65#issuecomment-33470586
Usability,clear,clear,"But while it is clear what are the names and operations of the standard settings for each space groups, and of popular alternative settings, it may not be so clear for some obscure settings.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1292#issuecomment-331963893
Usability,clear,clear,"But while it is clear what are the names and operations of the standard settings for each space groups, and of popular alternative settings, it may not be so clear for some obscure settings.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1292#issuecomment-331963893
